Loan ID,CIF Number,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
263,8938,609948000,Business,Mortgage,602323575,2022-04-30,2024-08-30,28,21511556,10,8.5,45232456,3
264,1594,622128000,Real Estate,Mortgage,40408743,2024-03-17,2025-03-17,12,3367395,4,6.5,4881812,1
265,1413,416796000,Others,Own,398473721,2024-05-15,2024-12-15,7,56924817,6,9,361398119,2
266,3367,49452000,Automobile,Own,63859465,2024-03-24,2027-09-24,42,1520463,8,7.5,3712251,16
267,180,300744000,Business,Own,965191040,2023-11-20,2025-04-20,17,56775943,7,8.5,216337887,4
268,1740,36132000,Consumer,Other,253272100,2023-10-25,2024-07-25,9,28141344,9,6.5,127405160,2
269,8565,291756000,Automobile,Other,271000683,2020-03-30,2024-10-30,55,4927285,7,7.5,178311197,3
270,6840,629052000,Real Estate,Mortgage,396123752,2024-03-20,2025-02-20,11,36011250,5,6.5,65073932,2
271,14,367632000,Business,Mortgage,919259694,2022-09-16,2026-02-16,41,22420968,9,8.5,763296590,2
272,7236,713772000,Others,Rent,166074919,2023-06-16,2027-08-16,50,3321498,3,9,6565740,15
273,7391,654900000,Business,Rent,161377134,2024-01-01,2027-11-01,46,3508198,3,8.5,150227301,14
274,6296,797928000,Real Estate,Rent,768284947,2024-03-11,2024-08-11,5,153656989,8,6.5,484641404,1
275,4730,483996000,Consumer,Own,552608921,2021-03-31,2024-08-31,41,13478266,10,6.5,314203756,13
276,5214,58008000,Consumer,Mortgage,619534059,2021-08-30,2024-12-30,40,15488351,5,6.5,274342084,2
277,9999,443664000,Automobile,Rent,818269780,2024-04-28,2025-06-28,14,58447841,5,7.5,332139191,4
278,9439,382260000,Automobile,Other,566398040,2024-04-25,2026-12-25,32,17699938,7,7.5,398187850,6
279,733,364416000,Automobile,Rent,140715892,2021-03-07,2025-08-07,53,2655016,3,7.5,120591454,8
280,5396,507168000,Business,Mortgage,335189225,2024-03-29,2024-11-29,8,41898653,1,8.5,284667981,3
281,8691,48288000,Automobile,Own,155215343,2021-07-21,2025-12-21,53,2928591,3,7.5,50592473,1
282,6448,692520000,Others,Mortgage,166949632,2022-07-12,2027-05-12,58,2878441,1,9,108426786,12
283,9746,347676000,Automobile,Rent,381856947,2022-07-26,2025-05-26,34,11231086,1,7.5,70841521,12
284,7041,795528000,Consumer,Rent,407722849,2024-02-07,2026-01-07,23,17727080,3,6.5,197221971,4
285,5163,897360000,Consumer,Other,558970773,2021-06-28,2025-03-28,45,12421572,4,6.5,498852730,13
286,9603,137412000,Business,Own,271244593,2023-08-19,2028-04-19,56,4843653,10,8.5,14816142,17
287,8620,786300000,Real Estate,Own,883017184,2020-01-04,2025-01-04,60,14716953,1,6.5,882839930,17
288,3097,542316000,Others,Own,273554061,2024-03-30,2025-03-30,12,22796171,10,9,231019329,1
289,3993,54372000,Home,Mortgage,227310640,2023-06-01,2024-09-01,15,15154042,8,7,71726207,4
290,9247,431520000,Automobile,Rent,752867199,2023-06-08,2025-09-08,27,27883970,7,7.5,490617318,5
291,6693,440064000,Business,Rent,585856152,2022-10-21,2024-08-21,22,26629825,1,8.5,121750805,8
292,263,640068000,Real Estate,Other,617990881,2022-03-30,2025-04-30,37,16702456,8,6.5,598237805,2
293,7087,168120000,Home,Own,359157472,2020-11-20,2025-03-20,52,6906874,2,7,309977757,18
294,4310,191580000,Real Estate,Rent,122721382,2023-12-22,2028-12-22,60,2045356,7,6.5,66961977,11
295,8890,463776000,Others,Other,476358175,2022-04-16,2027-01-16,57,8357160,3,9,461031570,24
296,8319,513864000,Business,Own,513620242,2024-03-20,2026-09-20,30,17120674,8,8.5,506124454,10
297,3615,510396000,Real Estate,Mortgage,379294171,2024-02-03,2026-03-03,25,15171766,10,6.5,194246362,2
298,4815,50316000,Automobile,Rent,877860255,2023-03-30,2026-08-30,41,21411225,8,7.5,284041962,4
299,6441,364044000,Others,Mortgage,263023805,2024-03-27,2025-06-27,15,17534920,2,9,65613788,2
300,7637,187188000,Business,Rent,317365481,2020-10-02,2024-08-02,46,6899249,10,8.5,137043486,15
301,3052,417744000,Others,Rent,531126702,2022-09-04,2024-11-04,26,20427950,1,9,378682869,1
302,1108,810060000,Real Estate,Mortgage,345996837,2024-03-22,2025-04-22,13,26615141,10,6.5,74887433,3
303,7666,753816000,Others,Rent,331541785,2024-05-13,2025-06-13,13,25503214,3,9,63418056,1
304,5437,749820000,Home,Mortgage,349634362,2020-02-18,2024-10-18,56,6243470,4,7,42897188,23
305,6159,461112000,Home,Mortgage,442223840,2022-05-31,2025-11-30,42,10529139,3,7,192554328,10
306,7910,812376000,Real Estate,Mortgage,978910856,2022-07-26,2026-02-26,43,22765368,5,6.5,316664679,19
307,3704,259416000,Others,Rent,887008206,2022-06-05,2026-01-05,43,20628097,9,9,170520504,3
308,2473,817488000,Business,Rent,855361908,2022-06-18,2026-02-18,44,19440043,6,8.5,387044359,17
309,9871,332940000,Consumer,Mortgage,73991451,2023-09-14,2024-09-14,12,6165954,2,6.5,37335041,3
310,3435,428496000,Home,Rent,877126530,2024-01-01,2025-12-01,23,38135936,5,7,846227803,1
311,3473,637512000,Others,Mortgage,197462581,2022-09-11,2027-05-11,56,3526117,10,9,81434845,21
312,7713,286704000,Business,Other,692560326,2023-06-11,2026-05-11,35,19787437,4,8.5,204257765,10
313,7890,546984000,Others,Mortgage,513456806,2023-10-23,2024-12-23,14,36675486,3,9,261900646,5
314,8051,672132000,Others,Rent,596604680,2020-11-01,2025-06-01,55,10847357,9,9,342682081,10
315,7508,525720000,Automobile,Rent,508119463,2023-07-29,2028-06-29,59,8612194,2,7.5,360143392,24
316,497,817344000,Automobile,Mortgage,182982064,2024-06-16,2025-08-16,14,13070147,7,7.5,89253432,1
317,4594,541500000,Consumer,Mortgage,962240904,2023-05-09,2026-10-09,41,23469290,7,6.5,725558309,4
318,4342,776304000,Business,Mortgage,456760965,2023-05-23,2026-03-23,34,13434146,3,8.5,145304646,12
319,2431,587016000,Real Estate,Mortgage,879562931,2023-09-26,2027-01-26,40,21989073,6,6.5,756937853,3
320,3219,50580000,Home,Mortgage,186661787,2023-02-04,2026-02-04,36,5185049,1,7,164167925,10
321,480,819444000,Others,Rent,114167812,2023-12-19,2024-12-19,12,9513984,6,9,46881822,2
322,649,55908000,Automobile,Own,4081850,2024-06-12,2024-11-12,5,816370,10,7.5,3310214,1
323,2688,806316000,Real Estate,Rent,13803169,2024-01-29,2024-10-29,9,1533685,8,6.5,2111590,2
324,6236,462144000,Home,Own,589339411,2022-08-09,2026-03-09,43,13705567,9,7,247211164,15
325,425,58500000,Others,Rent,717728282,2020-10-21,2024-07-21,45,15949517,8,9,562910863,19
326,5455,471648000,Automobile,Rent,459113460,2024-04-17,2024-11-17,7,65587637,1,7.5,130713590,1
327,8710,757728000,Others,Rent,190279890,2024-03-21,2024-12-21,9,21142210,8,9,72270216,2
328,7674,266352000,Others,Rent,786467672,2023-12-24,2025-04-24,16,49154229,3,9,329103417,4
329,2121,466476000,Business,Rent,734744765,2023-02-14,2026-08-14,42,17493922,5,8.5,147191481,16
330,5999,428100000,Others,Mortgage,831862662,2020-09-01,2025-01-01,52,15997358,8,9,619275900,16
331,5277,742572000,Home,Other,929791198,2023-07-06,2025-12-06,29,32061765,7,7,165934048,13
332,9075,468768000,Automobile,Other,111392673,2022-08-21,2026-06-21,46,2421579,6,7.5,2641142,5
333,3457,305652000,Consumer,Own,357411215,2020-03-22,2024-06-22,51,7008063,2,6.5,194398990,15
334,6290,49560000,Business,Other,272488648,2022-11-29,2025-10-29,35,7785389,2,8.5,215633592,4
335,5623,155448000,Home,Mortgage,548453304,2023-06-27,2025-09-27,27,20313085,10,7,106290633,8
336,8969,244104000,Consumer,Own,866863667,2022-08-10,2027-05-10,57,15208134,10,6.5,332296704,13
337,8215,660240000,Business,Rent,937217842,2021-08-15,2026-02-15,54,17355885,7,8.5,727844440,11
338,1535,224460000,Automobile,Mortgage,861054442,2021-09-12,2025-01-12,40,21526361,3,7.5,71288334,19
339,5769,552396000,Real Estate,Mortgage,971775127,2023-12-02,2025-09-02,21,46275006,9,6.5,953118354,5
340,4167,600228000,Automobile,Mortgage,992020788,2024-05-04,2025-02-04,9,110224532,5,7.5,187071653,1
341,7232,335976000,Home,Mortgage,160941607,2022-06-18,2025-08-18,38,4235305,3,7,58014254,15
342,7230,774732000,Consumer,Mortgage,616449400,2023-05-16,2025-06-16,25,24657976,7,6.5,138901192,1
343,8979,183408000,Real Estate,Mortgage,945944437,2022-02-27,2026-11-27,57,16595516,6,6.5,422724784,20
344,5060,478224000,Real Estate,Other,614179157,2023-09-30,2024-12-30,15,40945277,4,6.5,346984424,1
345,3500,691596000,Automobile,Rent,59591805,2023-09-11,2026-12-11,39,1527995,10,7.5,11684331,11
346,5485,469140000,Consumer,Mortgage,750308948,2023-12-08,2025-07-08,19,39489944,3,6.5,180943959,8
347,9137,262908000,Consumer,Rent,18950020,2023-07-20,2024-12-20,17,1114707,3,6.5,2057443,1
348,9265,598512000,Business,Mortgage,948563911,2024-03-23,2025-05-23,14,67754565,8,8.5,119421874,3
349,6395,406116000,Others,Mortgage,868495374,2023-09-02,2025-12-02,27,32166495,1,9,643609144,1
350,2054,794448000,Real Estate,Mortgage,733390481,2022-06-09,2027-04-09,58,12644663,8,6.5,258676080,27
351,211,133476000,Others,Rent,682025324,2023-11-09,2025-10-09,23,29653274,7,9,263827989,5
352,3810,250296000,Automobile,Mortgage,344690953,2022-05-09,2025-04-09,35,9848312,5,7.5,15001981,14
353,3788,666000000,Real Estate,Own,12228628,2020-05-20,2024-10-20,53,230728,5,6.5,12140793,25
354,5458,380688000,Real Estate,Mortgage,662213418,2020-08-07,2025-05-07,57,11617779,7,6.5,660569638,11
355,3815,443364000,Business,Mortgage,676530142,2024-05-15,2025-12-15,19,35606849,3,8.5,191189809,2
356,3976,347808000,Others,Rent,804936292,2020-05-11,2024-11-11,54,14906227,8,9,283060034,21
357,2712,561516000,Automobile,Rent,55446927,2020-08-05,2024-11-05,51,1087194,4,7.5,9646439,13
358,2138,425496000,Consumer,Mortgage,799195042,2021-06-03,2024-12-03,42,19028453,8,6.5,494243807,16
359,7462,532320000,Automobile,Other,976076831,2024-05-12,2025-08-12,15,65071788,4,7.5,511870591,6
360,6431,301080000,Consumer,Other,228899885,2023-08-23,2027-11-23,51,4488233,2,6.5,81913773,5
361,9210,707364000,Home,Other,460802653,2024-03-19,2026-03-19,24,19200110,4,7,107214279,2
362,5512,746868000,Others,Other,674649354,2020-01-06,2024-08-06,55,12266351,10,9,210859446,10
363,6325,553620000,Real Estate,Own,458061408,2021-05-19,2026-04-19,59,7763752,9,6.5,453601446,12
364,6476,449400000,Real Estate,Own,290444898,2023-09-21,2024-08-21,11,26404081,1,6.5,215924136,2
365,6720,441276000,Others,Rent,752392022,2023-06-02,2025-08-02,26,28938154,6,9,99101943,7
366,1646,785904000,Automobile,Rent,52927777,2023-03-04,2024-10-04,19,2785672,3,7.5,37421898,8
367,2951,411816000,Real Estate,Rent,964428689,2024-06-03,2026-02-03,20,48221434,2,6.5,70066724,8
368,5540,229464000,Others,Other,942429662,2024-06-06,2025-01-06,7,134632808,4,9,702697342,2
369,3906,228360000,Real Estate,Own,746423415,2022-10-22,2026-09-22,47,15881349,10,6.5,164150474,6
370,3300,765888000,Home,Other,499057651,2022-07-31,2025-07-31,36,13862712,4,7,492318535,2
371,4416,482220000,Others,Own,411450925,2023-09-10,2024-11-10,14,29389351,1,9,261010611,5
372,3563,197136000,Others,Mortgage,449097556,2024-01-12,2024-10-12,9,49899728,2,9,147805476,2
373,4053,760020000,Automobile,Other,994450883,2023-05-20,2026-10-20,41,24254899,8,7.5,591419859,13
374,1195,838272000,Others,Mortgage,678047041,2024-03-16,2024-09-16,6,113007840,7,9,171204334,2
375,571,390084000,Real Estate,Mortgage,611284783,2024-05-14,2025-05-14,12,50940398,3,6.5,314356237,4
376,6750,153072000,Automobile,Rent,826335391,2024-03-30,2025-09-30,18,45907521,4,7.5,602729960,3
377,5994,466464000,Consumer,Mortgage,366340107,2022-10-10,2026-01-10,39,9393336,4,6.5,247845533,16
378,1267,484392000,Business,Rent,718463669,2023-07-22,2027-05-22,46,15618775,10,8.5,644450617,6
379,4820,773700000,Business,Rent,238025500,2024-03-28,2028-07-28,52,4577413,6,8.5,90673617,23
380,8978,441132000,Home,Other,519418532,2022-03-07,2027-01-07,58,8955491,7,7,128526666,12
381,7543,131568000,Real Estate,Mortgage,231083536,2022-09-03,2026-07-03,46,5023555,3,6.5,171475975,19
382,8769,386232000,Others,Own,46800743,2021-12-25,2026-03-25,51,917661,8,9,34352681,2
383,7399,205500000,Others,Rent,966337267,2024-02-07,2024-11-07,9,107370807,9,9,364360382,2
384,5691,363324000,Home,Other,641758628,2021-10-23,2024-12-23,38,16888384,2,7,335597066,5
385,6101,184848000,Automobile,Rent,499804883,2023-12-18,2027-01-18,37,13508240,2,7.5,187718331,11
386,4199,608868000,Home,Rent,421445308,2022-09-13,2024-09-13,24,17560221,9,7,53018539,7
387,9939,599952000,Real Estate,Other,842147404,2022-10-14,2027-04-14,54,15595322,5,6.5,798804438,8
388,6735,125460000,Consumer,Rent,822869222,2023-05-01,2028-01-01,56,14694093,10,6.5,468817155,6
389,2684,47676000,Automobile,Own,753728058,2021-12-16,2025-05-16,41,18383611,9,7.5,492118003,4
390,6342,659304000,Automobile,Rent,828182345,2023-12-30,2028-07-30,55,15057860,1,7.5,758663831,17
391,2652,830784000,Real Estate,Other,233630345,2024-01-13,2025-05-13,16,14601896,7,6.5,57476129,2
392,7290,38076000,Home,Own,508619606,2023-08-19,2024-12-19,16,31788725,5,7,149087924,5
393,7613,714696000,Automobile,Other,63095446,2022-04-14,2025-03-14,35,1802727,2,7.5,20608218,1
394,6801,59604000,Business,Other,48833184,2024-04-09,2027-02-09,34,1436270,6,8.5,4820619,8
395,9453,861636000,Home,Mortgage,128933220,2023-04-19,2026-07-19,39,3305980,7,7,56982601,4
396,34,47460000,Consumer,Other,910376111,2022-04-06,2025-08-06,40,22759402,5,6.5,436950724,8
397,4630,520200000,Automobile,Mortgage,905142256,2021-11-03,2026-01-03,50,18102845,8,7.5,335170160,9
398,8505,636132000,Business,Other,679043486,2024-06-11,2025-02-11,8,84880435,4,8.5,497488733,3
399,7439,582960000,Business,Mortgage,880911999,2023-12-01,2026-10-01,34,25909176,7,8.5,162551390,7
400,621,691908000,Automobile,Other,977089616,2020-11-26,2025-06-26,55,17765265,1,7.5,200606265,4
401,3140,644712000,Home,Other,682646988,2020-08-04,2024-09-04,49,13931571,10,7,466082672,9
402,4063,472032000,Home,Mortgage,997128960,2024-04-29,2027-05-29,37,26949431,2,7,236319481,1
403,6579,552648000,Automobile,Mortgage,138631968,2023-11-12,2024-08-12,9,15403552,3,7.5,36731596,1
404,2824,394620000,Home,Rent,786963926,2023-08-29,2026-10-29,38,20709577,5,7,200001697,4
405,532,402288000,Home,Mortgage,919207258,2021-08-25,2025-09-25,49,18759331,3,7,59975004,11
406,5090,746232000,Consumer,Own,411279990,2023-03-09,2027-06-09,51,8064313,10,6.5,377146202,18
407,8451,767820000,Home,Mortgage,543104893,2022-09-30,2025-03-30,30,18103496,9,7,268685040,1
408,914,182808000,Automobile,Other,44011469,2022-06-19,2024-11-19,29,1517636,5,7.5,14442744,3
409,2724,816288000,Home,Other,212918048,2023-06-06,2025-03-06,21,10138954,7,7,186073082,6
410,9582,726348000,Real Estate,Other,355811674,2024-03-14,2025-06-14,15,23720778,3,6.5,309806692,6
411,2773,821880000,Automobile,Rent,798019931,2023-12-06,2025-04-06,16,49876245,3,7.5,201739532,2
412,7423,810408000,Real Estate,Other,912699308,2022-01-09,2024-10-09,33,27657554,5,6.5,261278655,14
413,2284,452184000,Automobile,Mortgage,707323762,2021-10-24,2025-08-24,46,15376603,7,7.5,160170072,5
414,1047,813924000,Consumer,Mortgage,469252584,2023-07-13,2025-02-13,19,24697504,8,6.5,59623003,4
415,6587,775764000,Real Estate,Other,707332818,2022-04-01,2027-01-01,57,12409347,1,6.5,284859252,10
416,3544,48636000,Real Estate,Mortgage,642526363,2021-06-21,2025-05-21,47,13670773,2,6.5,35619646,3
417,3239,562944000,Business,Other,627052060,2023-12-24,2027-08-24,44,14251183,6,8.5,346729316,21
418,6825,806628000,Real Estate,Own,595827373,2023-08-15,2027-01-15,41,14532374,9,6.5,501136783,9
419,5234,811680000,Others,Other,133533148,2021-03-04,2024-10-04,43,3105422,4,9,23294152,13
420,5495,37296000,Home,Other,84163752,2024-01-11,2027-10-11,45,1870305,5,7,11323367,20
421,3630,260820000,Real Estate,Mortgage,678031760,2023-09-07,2027-06-07,45,15067372,7,6.5,62914866,13
422,9943,696936000,Automobile,Own,692636123,2024-02-14,2026-12-14,34,20371650,1,7.5,233956879,11
423,3505,154116000,Home,Other,36103738,2021-11-04,2026-06-04,55,656431,4,7,9576251,11
424,4082,274800000,Consumer,Own,136340522,2022-03-03,2025-10-03,43,3170709,8,6.5,95841441,6
425,9852,426156000,Automobile,Other,158342328,2023-11-19,2024-08-19,9,17593592,2,7.5,37103926,3
426,9202,301032000,Consumer,Rent,780584360,2020-10-24,2025-03-24,53,14728006,10,6.5,16213101,8
427,3531,274692000,Automobile,Own,321852569,2022-06-08,2024-12-08,30,10728418,7,7.5,133234128,8
428,1000,596016000,Others,Own,814347808,2022-08-22,2024-06-22,22,37015809,8,9,210419805,2
429,7649,802644000,Business,Other,202330646,2023-01-23,2025-09-23,32,6322832,4,8.5,22577784,8
430,4837,756540000,Others,Other,687331517,2024-04-16,2027-04-16,36,19092542,8,9,413594548,16
431,8796,143100000,Automobile,Rent,952526017,2022-04-03,2026-12-03,56,17009393,5,7.5,338106907,18
432,4704,482148000,Home,Mortgage,921015267,2023-06-04,2027-08-04,50,18420305,10,7,264397294,20
433,8365,402468000,Others,Rent,446686774,2023-02-21,2024-11-21,21,21270798,9,9,236359532,4
434,4487,648732000,Real Estate,Rent,671847369,2023-05-15,2024-10-15,17,39520433,6,6.5,287574179,6
435,4037,273648000,Business,Own,777046496,2023-11-25,2025-03-25,16,48565406,3,8.5,563384047,7
436,1738,211920000,Home,Own,650076310,2020-02-02,2024-07-02,53,12265590,3,7,452269610,13
437,6401,833160000,Consumer,Mortgage,460124373,2024-05-10,2024-10-10,5,92024874,4,6.5,369637934,1
438,5872,595524000,Real Estate,Other,95425729,2023-01-16,2024-07-16,18,5301429,2,6.5,43126719,1
439,5597,45180000,Business,Rent,799040261,2023-05-06,2024-11-06,18,44391125,9,8.5,710000335,1
440,8003,399900000,Home,Mortgage,772305183,2023-11-10,2025-06-10,19,40647641,4,7,315814588,8
441,8552,440676000,Automobile,Rent,417020106,2022-11-24,2026-09-24,46,9065654,8,7.5,120736702,1
442,7719,778284000,Business,Own,955786748,2021-11-05,2026-06-05,55,17377940,5,8.5,812341455,23
443,9698,48168000,Consumer,Mortgage,128222272,2023-12-18,2028-10-18,58,2210728,6,6.5,46313370,5
444,9875,241284000,Others,Own,90034425,2024-06-14,2025-09-14,15,6002295,5,9,58342341,3
445,9695,136116000,Business,Rent,161441013,2023-11-22,2028-07-22,56,2882875,8,8.5,150965606,17
446,8168,390684000,Home,Mortgage,831873585,2021-09-02,2024-12-02,39,21330091,9,7,558291596,5
447,7074,484164000,Home,Other,151702180,2023-12-30,2024-07-30,7,21671740,2,7,43980833,2
448,92,501588000,Automobile,Mortgage,199612344,2021-06-03,2026-05-03,59,3383260,10,7.5,154042493,17
449,817,599304000,Others,Mortgage,253449317,2022-03-26,2026-11-26,56,4525880,5,9,79863953,16
450,4730,483996000,Home,Own,311155274,2021-02-12,2024-10-12,44,7071710,5,7,151071621,11
451,6721,361536000,Real Estate,Own,297016192,2020-11-23,2024-07-23,44,6750368,4,6.5,70542321,1
452,4277,211032000,Consumer,Mortgage,188184179,2024-02-04,2024-12-04,10,18818417,3,6.5,157103403,3
453,4406,582696000,Business,Other,556591303,2021-09-08,2024-10-08,37,15043008,2,8.5,20230491,16
454,8172,718248000,Business,Own,347328798,2021-06-06,2026-03-06,57,6093487,3,8.5,37266493,21
455,5084,403164000,Business,Own,70124850,2024-06-17,2028-08-17,50,1402497,5,8.5,67747392,5
456,9756,627900000,Automobile,Own,280480958,2023-10-04,2024-10-04,12,23373413,1,7.5,191726945,3
457,9053,627660000,Others,Mortgage,528025436,2023-10-02,2026-05-02,31,17033078,9,9,212106330,8
458,5130,479172000,Automobile,Own,568430061,2021-08-09,2024-11-09,39,14575129,8,7.5,517706910,12
459,8942,327060000,Business,Own,445479885,2023-11-03,2028-05-03,54,8249627,6,8.5,252757091,3
460,3841,798024000,Home,Mortgage,580042885,2023-11-25,2028-09-25,58,10000739,8,7,499201735,27
461,6974,317712000,Consumer,Rent,492484644,2023-05-07,2028-04-07,59,8347197,2,6.5,189382988,15
462,1056,243564000,Real Estate,Own,171256770,2023-05-05,2025-06-05,25,6850270,4,6.5,59347257,5
463,3119,217944000,Consumer,Own,555380935,2021-12-12,2026-01-12,49,11334304,7,6.5,552922051,17
464,5905,433260000,Automobile,Rent,358106437,2024-04-13,2027-05-13,37,9678552,9,7.5,13887724,3
465,1952,768828000,Others,Rent,459580378,2024-04-16,2029-04-16,60,7659672,5,9,188456291,24
466,742,387324000,Business,Other,874834762,2023-09-13,2027-01-13,40,21870869,2,8.5,806314396,13
467,6125,818640000,Home,Rent,428769878,2023-05-21,2026-10-21,41,10457801,2,7,98077939,14
468,8661,647124000,Home,Mortgage,408896321,2023-12-20,2027-03-20,39,10484521,10,7,353751326,17
469,888,445980000,Others,Other,161917144,2020-03-01,2024-07-01,52,3113791,1,9,153088172,7
470,109,219048000,Home,Mortgage,499182209,2023-06-20,2027-11-20,53,9418532,1,7,244299514,22
471,3504,212772000,Others,Own,99062345,2023-12-11,2026-11-11,35,2830352,6,9,13482971,5
472,4918,245316000,Real Estate,Rent,570209684,2022-10-17,2026-01-17,39,14620761,9,6.5,220286282,18
473,1127,123588000,Others,Own,54172051,2023-01-03,2026-05-03,40,1354301,4,9,48047498,13
474,3941,394260000,Real Estate,Other,12070420,2024-03-05,2024-10-05,7,1724345,2,6.5,8837297,1
